contract_id,filename,title,allowed_roles,source,char_count,word_count
cuad_0321,cuad_0321.txt,Contract_0321,"admin,legal,hr",CUAD,86715,13317
cuad_0322,cuad_0322.txt,Contract_0322,"admin,viewer",CUAD,68634,10292
cuad_0323,cuad_0323.txt,Contract_0323,"admin,legal,finance",CUAD,17018,2706
cuad_0324,cuad_0324.txt,Contract_0324,"admin,legal",CUAD,44420,6920
cuad_0325,cuad_0325.txt,Contract_0325,"admin,viewer",CUAD,25406,3862
cuad_0326,cuad_0326.txt,Contract_0326,"admin,legal,finance",CUAD,51521,7939
cuad_0327,cuad_0327.txt,Contract_0327,"admin,viewer",CUAD,35238,5290
cuad_0328,cuad_0328.txt,Contract_0328,"admin,viewer",CUAD,12491,1937
cuad_0329,cuad_0329.txt,Contract_0329,"admin,viewer",CUAD,38443,5998
cuad_0330,cuad_0330.txt,Contract_0330,"admin,legal,hr",CUAD,14963,2351
cuad_0331,cuad_0331.txt,Contract_0331,"admin,viewer",CUAD,48094,7663
cuad_0332,cuad_0332.txt,Contract_0332,"admin,viewer",CUAD,31899,4973
cuad_0333,cuad_0333.txt,Contract_0333,"admin,legal",CUAD,17888,2848
cuad_0334,cuad_0334.txt,Contract_0334,"admin,legal,finance",CUAD,56144,8888
cuad_0335,cuad_0335.txt,Contract_0335,"admin,viewer",CUAD,8961,1367
cuad_0336,cuad_0336.txt,Contract_0336,"admin,viewer",CUAD,48147,7706
cuad_0337,cuad_0337.txt,Contract_0337,"admin,legal",CUAD,24204,3770
cuad_0338,cuad_0338.txt,Contract_0338,"admin,viewer",CUAD,35322,5780
cuad_0339,cuad_0339.txt,Contract_0339,"admin,legal",CUAD,13266,2189
cuad_0340,cuad_0340.txt,Contract_0340,"admin,viewer",CUAD,10980,1716
cuad_0341,cuad_0341.txt,Contract_0341,"admin,viewer",CUAD,21974,3480
cuad_0342,cuad_0342.txt,Contract_0342,"admin,legal,hr",CUAD,16434,2710
cuad_0343,cuad_0343.txt,Contract_0343,"admin,viewer",CUAD,10124,1537
cuad_0344,cuad_0344.txt,Contract_0344,"admin,legal",CUAD,23605,3682
cuad_0345,cuad_0345.txt,Contract_0345,"admin,legal,finance",CUAD,28662,4602
cuad_0346,cuad_0346.txt,Contract_0346,"admin,legal",CUAD,72321,11368
cuad_0347,cuad_0347.txt,Contract_0347,"admin,finance",CUAD,299927,47726
cuad_0348,cuad_0348.txt,Contract_0348,"admin,legal",CUAD,143719,23062
cuad_0349,cuad_0349.txt,Contract_0349,"admin,legal",CUAD,102852,16157
cuad_0350,cuad_0350.txt,Contract_0350,"admin,legal",CUAD,165242,26554
cuad_0351,cuad_0351.txt,Contract_0351,"admin,legal,finance",CUAD,17802,2892
cuad_0352,cuad_0352.txt,Contract_0352,"admin,viewer",CUAD,50082,7991
cuad_0353,cuad_0353.txt,Contract_0353,"admin,viewer",CUAD,34768,5136
cuad_0354,cuad_0354.txt,Contract_0354,"admin,legal",CUAD,30461,4739
cuad_0355,cuad_0355.txt,Contract_0355,"admin,procurement,legal",CUAD,11222,1736
cuad_0356,cuad_0356.txt,Contract_0356,"admin,legal",CUAD,135861,18806
cuad_0357,cuad_0357.txt,Contract_0357,"admin,legal",CUAD,54310,8396
cuad_0358,cuad_0358.txt,Contract_0358,"admin,legal",CUAD,1446,223
cuad_0359,cuad_0359.txt,Contract_0359,"admin,finance",CUAD,64438,9916
cuad_0360,cuad_0360.txt,Contract_0360,"admin,legal,finance",CUAD,69377,10349
cuad_0361,cuad_0361.txt,Contract_0361,"admin,legal",CUAD,130254,19341
cuad_0362,cuad_0362.txt,Contract_0362,"admin,legal,finance",CUAD,35261,5559
cuad_0363,cuad_0363.txt,Contract_0363,"admin,legal,finance",CUAD,30655,4903
cuad_0364,cuad_0364.txt,Contract_0364,"admin,legal",CUAD,15092,2365
cuad_0365,cuad_0365.txt,Contract_0365,"admin,legal",CUAD,11581,1851
cuad_0366,cuad_0366.txt,Contract_0366,"admin,legal",CUAD,62037,9672
cuad_0367,cuad_0367.txt,Contract_0367,"admin,legal,finance",CUAD,4911,740
cuad_0368,cuad_0368.txt,Contract_0368,"admin,legal,finance",CUAD,126692,19581
cuad_0369,cuad_0369.txt,Contract_0369,"admin,viewer",CUAD,2281,357
cuad_0370,cuad_0370.txt,Contract_0370,"admin,viewer",CUAD,1278,201
cuad_0371,cuad_0371.txt,Contract_0371,"admin,finance",CUAD,70284,11330
cuad_0372,cuad_0372.txt,Contract_0372,"admin,viewer",CUAD,1398,216
cuad_0373,cuad_0373.txt,Contract_0373,"admin,viewer",CUAD,3581,578
cuad_0374,cuad_0374.txt,Contract_0374,"admin,viewer",CUAD,23201,3641
cuad_0375,cuad_0375.txt,Contract_0375,"admin,viewer",CUAD,1075,170
cuad_0376,cuad_0376.txt,Contract_0376,"admin,viewer",CUAD,5792,944
cuad_0377,cuad_0377.txt,Contract_0377,"admin,viewer",CUAD,973,145
cuad_0378,cuad_0378.txt,Contract_0378,"admin,viewer",CUAD,2723,429
cuad_0379,cuad_0379.txt,Contract_0379,"admin,viewer",CUAD,646,109
cuad_0380,cuad_0380.txt,Contract_0380,"admin,viewer",CUAD,1556,245
cuad_0381,cuad_0381.txt,Contract_0381,"admin,legal",CUAD,3928,621
cuad_0382,cuad_0382.txt,Contract_0382,"admin,legal,finance",CUAD,1189,188
cuad_0383,cuad_0383.txt,Contract_0383,"admin,legal,finance",CUAD,55318,8844
cuad_0384,cuad_0384.txt,Contract_0384,"admin,finance",CUAD,4966,742
cuad_0385,cuad_0385.txt,Contract_0385,"admin,finance",CUAD,70693,10964
cuad_0386,cuad_0386.txt,Contract_0386,"admin,legal,hr",CUAD,9518,1538
cuad_0387,cuad_0387.txt,Contract_0387,"admin,finance",CUAD,17885,2845
cuad_0388,cuad_0388.txt,Contract_0388,"admin,legal",CUAD,50058,7748
cuad_0389,cuad_0389.txt,Contract_0389,"admin,legal",CUAD,24144,3435
cuad_0390,cuad_0390.txt,Contract_0390,"admin,viewer",CUAD,81982,13227
cuad_0391,cuad_0391.txt,Contract_0391,"admin,legal",CUAD,24797,3885
cuad_0392,cuad_0392.txt,Contract_0392,"admin,procurement,legal",CUAD,53186,8153
cuad_0393,cuad_0393.txt,Contract_0393,"admin,legal,finance",CUAD,94515,14551
cuad_0394,cuad_0394.txt,Contract_0394,"admin,legal,finance",CUAD,95672,14158
cuad_0395,cuad_0395.txt,Contract_0395,"admin,legal,hr",CUAD,30225,4818
cuad_0396,cuad_0396.txt,Contract_0396,"admin,legal,finance",CUAD,92061,15089
cuad_0397,cuad_0397.txt,Contract_0397,"admin,viewer",CUAD,98649,16177
cuad_0398,cuad_0398.txt,Contract_0398,"admin,viewer",CUAD,13972,2208
cuad_0399,cuad_0399.txt,Contract_0399,"admin,legal,finance",CUAD,16596,2643
cuad_0400,cuad_0400.txt,Contract_0400,"admin,viewer",CUAD,14968,2380
cuad_0401,cuad_0401.txt,Contract_0401,"admin,legal",CUAD,56481,8600
cuad_0402,cuad_0402.txt,Contract_0402,"admin,legal",CUAD,69405,10705
cuad_0403,cuad_0403.txt,Contract_0403,"admin,legal,finance",CUAD,9502,1368
cuad_0404,cuad_0404.txt,Contract_0404,"admin,viewer",CUAD,15282,2478
cuad_0405,cuad_0405.txt,Contract_0405,"admin,viewer",CUAD,106149,16365
cuad_0406,cuad_0406.txt,Contract_0406,"admin,procurement,legal",CUAD,47947,7213
cuad_0407,cuad_0407.txt,Contract_0407,"admin,legal",CUAD,11358,1796
cuad_0408,cuad_0408.txt,Contract_0408,"admin,viewer",CUAD,45639,7129
cuad_0409,cuad_0409.txt,Contract_0409,"admin,legal",CUAD,47104,7201
cuad_0410,cuad_0410.txt,Contract_0410,"admin,viewer",CUAD,73351,11305
cuad_0411,cuad_0411.txt,Contract_0411,"admin,finance",CUAD,108677,17176
cuad_0412,cuad_0412.txt,Contract_0412,"admin,finance",CUAD,75243,11846
cuad_0413,cuad_0413.txt,Contract_0413,"admin,viewer",CUAD,25353,4177
cuad_0414,cuad_0414.txt,Contract_0414,"admin,legal",CUAD,20122,3164
cuad_0415,cuad_0415.txt,Contract_0415,"admin,legal",CUAD,34659,5244
cuad_0416,cuad_0416.txt,Contract_0416,"admin,finance",CUAD,110676,17519
cuad_0417,cuad_0417.txt,Contract_0417,"admin,legal,hr",CUAD,219765,33826
cuad_0418,cuad_0418.txt,Contract_0418,"admin,legal,hr",CUAD,70292,11298
cuad_0419,cuad_0419.txt,Contract_0419,"admin,legal",CUAD,141360,22725
cuad_0420,cuad_0420.txt,Contract_0420,"admin,viewer",CUAD,28675,4366
cuad_0421,cuad_0421.txt,Contract_0421,"admin,viewer",CUAD,100832,16074
cuad_0422,cuad_0422.txt,Contract_0422,"admin,legal,hr",CUAD,23314,3603
cuad_0423,cuad_0423.txt,Contract_0423,"admin,legal,finance",CUAD,46932,6895
cuad_0424,cuad_0424.txt,Contract_0424,"admin,viewer",CUAD,7179,1088
cuad_0425,cuad_0425.txt,Contract_0425,"admin,viewer",CUAD,79383,12390
cuad_0426,cuad_0426.txt,Contract_0426,"admin,finance",CUAD,11187,1836
cuad_0427,cuad_0427.txt,Contract_0427,"admin,legal,hr",CUAD,272919,41962
cuad_0428,cuad_0428.txt,Contract_0428,"admin,viewer",CUAD,114975,18265
cuad_0429,cuad_0429.txt,Contract_0429,"admin,legal,finance",CUAD,119976,18608
cuad_0430,cuad_0430.txt,Contract_0430,"admin,viewer",CUAD,54149,8147
cuad_0431,cuad_0431.txt,Contract_0431,"admin,legal,finance",CUAD,157072,24004
cuad_0432,cuad_0432.txt,Contract_0432,"admin,legal,hr",CUAD,1863,279
cuad_0433,cuad_0433.txt,Contract_0433,"admin,procurement,legal",CUAD,21872,3450
cuad_0434,cuad_0434.txt,Contract_0434,"admin,legal",CUAD,171713,26840
cuad_0435,cuad_0435.txt,Contract_0435,"admin,legal,finance",CUAD,25723,4051
cuad_0436,cuad_0436.txt,Contract_0436,"admin,viewer",CUAD,74223,11296
cuad_0437,cuad_0437.txt,Contract_0437,"admin,viewer",CUAD,70974,10830
cuad_0438,cuad_0438.txt,Contract_0438,"admin,legal,finance",CUAD,26288,4115
cuad_0439,cuad_0439.txt,Contract_0439,"admin,legal,hr",CUAD,56718,9250
cuad_0440,cuad_0440.txt,Contract_0440,"admin,legal,hr",CUAD,22036,3328
cuad_0441,cuad_0441.txt,Contract_0441,"admin,viewer",CUAD,6812,1072
cuad_0442,cuad_0442.txt,Contract_0442,"admin,legal,finance",CUAD,19984,3194
cuad_0443,cuad_0443.txt,Contract_0443,"admin,finance",CUAD,20954,3326
cuad_0444,cuad_0444.txt,Contract_0444,"admin,viewer",CUAD,15018,2435
cuad_0445,cuad_0445.txt,Contract_0445,"admin,procurement,legal",CUAD,16277,2394
cuad_0446,cuad_0446.txt,Contract_0446,"admin,legal,hr",CUAD,8306,1305
cuad_0447,cuad_0447.txt,Contract_0447,"admin,finance",CUAD,7114,1121
cuad_0448,cuad_0448.txt,Contract_0448,"admin,viewer",CUAD,29700,4678
cuad_0449,cuad_0449.txt,Contract_0449,"admin,legal,hr",CUAD,32756,5289
cuad_0450,cuad_0450.txt,Contract_0450,"admin,legal,hr",CUAD,5846,880
cuad_0451,cuad_0451.txt,Contract_0451,"admin,legal,hr",CUAD,65343,10958
cuad_0452,cuad_0452.txt,Contract_0452,"admin,legal,hr",CUAD,12393,1975
cuad_0453,cuad_0453.txt,Contract_0453,"admin,legal,hr",CUAD,11728,1847
cuad_0454,cuad_0454.txt,Contract_0454,"admin,legal,finance",CUAD,35680,5546
cuad_0455,cuad_0455.txt,Contract_0455,"admin,legal,finance",CUAD,37165,5885
cuad_0456,cuad_0456.txt,Contract_0456,"admin,legal",CUAD,25539,4114
cuad_0457,cuad_0457.txt,Contract_0457,"admin,procurement,legal",CUAD,94037,14652
cuad_0458,cuad_0458.txt,Contract_0458,"admin,legal,finance",CUAD,21948,3407
cuad_0459,cuad_0459.txt,Contract_0459,"admin,legal",CUAD,17714,2865
cuad_0460,cuad_0460.txt,Contract_0460,"admin,viewer",CUAD,25397,3945
cuad_0461,cuad_0461.txt,Contract_0461,"admin,legal,hr",CUAD,20477,3224
cuad_0462,cuad_0462.txt,Contract_0462,"admin,viewer",CUAD,35497,5558
cuad_0463,cuad_0463.txt,Contract_0463,"admin,legal,finance",CUAD,28130,4359
cuad_0464,cuad_0464.txt,Contract_0464,"admin,legal,finance",CUAD,32907,5206
cuad_0465,cuad_0465.txt,Contract_0465,"admin,legal",CUAD,3957,682
cuad_0466,cuad_0466.txt,Contract_0466,"admin,viewer",CUAD,13813,2180
cuad_0467,cuad_0467.txt,Contract_0467,"admin,legal,hr",CUAD,36518,5752
cuad_0468,cuad_0468.txt,Contract_0468,"admin,viewer",CUAD,24341,3891
cuad_0469,cuad_0469.txt,Contract_0469,"admin,viewer",CUAD,7556,1155
cuad_0470,cuad_0470.txt,Contract_0470,"admin,legal,finance",CUAD,57385,8223
cuad_0471,cuad_0471.txt,Contract_0471,"admin,viewer",CUAD,20213,3207
cuad_0472,cuad_0472.txt,Contract_0472,"admin,legal,finance",CUAD,18006,2851
cuad_0473,cuad_0473.txt,Contract_0473,"admin,legal,finance",CUAD,97730,15307
cuad_0474,cuad_0474.txt,Contract_0474,"admin,legal,hr",CUAD,44184,6938
cuad_0475,cuad_0475.txt,Contract_0475,"admin,finance",CUAD,27584,4441
cuad_0476,cuad_0476.txt,Contract_0476,"admin,legal,finance",CUAD,13522,2153
cuad_0477,cuad_0477.txt,Contract_0477,"admin,legal",CUAD,45581,7148
cuad_0478,cuad_0478.txt,Contract_0478,"admin,legal",CUAD,38279,5893
cuad_0479,cuad_0479.txt,Contract_0479,"admin,procurement,legal",CUAD,37384,5760
cuad_0480,cuad_0480.txt,Contract_0480,"admin,legal,finance",CUAD,22325,3430
cuad_0481,cuad_0481.txt,Contract_0481,"admin,legal,finance",CUAD,54966,8786
cuad_0482,cuad_0482.txt,Contract_0482,"admin,viewer",CUAD,25050,3912
cuad_0483,cuad_0483.txt,Contract_0483,"admin,legal,finance",CUAD,8083,1217
cuad_0484,cuad_0484.txt,Contract_0484,"admin,viewer",CUAD,49616,7771
cuad_0485,cuad_0485.txt,Contract_0485,"admin,viewer",CUAD,68671,10693
cuad_0486,cuad_0486.txt,Contract_0486,"admin,legal",CUAD,73355,11174
cuad_0487,cuad_0487.txt,Contract_0487,"admin,legal",CUAD,19198,3022
cuad_0488,cuad_0488.txt,Contract_0488,"admin,legal,finance",CUAD,14686,2355
cuad_0489,cuad_0489.txt,Contract_0489,"admin,legal,hr",CUAD,18190,2909
cuad_0490,cuad_0490.txt,Contract_0490,"admin,viewer",CUAD,98255,15722
cuad_0491,cuad_0491.txt,Contract_0491,"admin,legal",CUAD,119632,17703
cuad_0492,cuad_0492.txt,Contract_0492,"admin,viewer",CUAD,14796,2327
cuad_0493,cuad_0493.txt,Contract_0493,"admin,procurement,legal",CUAD,120921,19420
cuad_0494,cuad_0494.txt,Contract_0494,"admin,legal,hr",CUAD,62093,9627
cuad_0495,cuad_0495.txt,Contract_0495,"admin,legal,hr",CUAD,12480,1968
cuad_0496,cuad_0496.txt,Contract_0496,"admin,legal,finance",CUAD,51184,8033
cuad_0497,cuad_0497.txt,Contract_0497,"admin,legal,hr",CUAD,45790,7272
cuad_0498,cuad_0498.txt,Contract_0498,"admin,legal",CUAD,38937,6074
cuad_0499,cuad_0499.txt,Contract_0499,"admin,legal",CUAD,5706,875
cuad_0500,cuad_0500.txt,Contract_0500,"admin,finance",CUAD,37726,5813
cuad_0501,cuad_0501.txt,Contract_0501,"admin,legal",CUAD,63607,9769
cuad_0502,cuad_0502.txt,Contract_0502,"admin,procurement,legal",CUAD,40513,6318
cuad_0503,cuad_0503.txt,Contract_0503,"admin,legal",CUAD,72717,10901
cuad_0504,cuad_0504.txt,Contract_0504,"admin,legal",CUAD,37908,5972
cuad_0505,cuad_0505.txt,Contract_0505,"admin,viewer",CUAD,14448,2272
cuad_0506,cuad_0506.txt,Contract_0506,"admin,legal",CUAD,99363,15227
cuad_0507,cuad_0507.txt,Contract_0507,"admin,finance",CUAD,101471,15862
cuad_0508,cuad_0508.txt,Contract_0508,"admin,legal,hr",CUAD,58715,9243
cuad_0509,cuad_0509.txt,Contract_0509,"admin,legal,hr",CUAD,68914,11141
cuad_0510,cuad_0510.txt,Contract_0510,"admin,viewer",CUAD,13707,2175
